claim_amount_chf,days_since_policy_start,prior_claims_count,documentation_completeness_score,canton_risk_index,is_high_risk
586.78,3251,1,0.7321449946684069,0.5406453082809564,0
263.97,2813,0,0.6569843433467861,0.4703147638490268,0
268.56,2226,2,0.6399324888588159,0.678481123889816,0
1360.56,1826,1,0.8117912139325062,0.798131162056888,0
1506.55,1240,0,0.5271963361289606,0.22068371741537218,1
1208.9,2802,0,0.46253223707871427,0.7139764169307188,1
319.88,1161,0,0.8714756336115421,0.243854801255871,0
858.66,978,0,0.6803484363086978,0.03179229969678765,0
756.24,3167,0,0.6762709216889055,0.07467988019100957,0
846.03,2152,0,0.9832625128753828,0.04654153059819277,0
1734.67,1293,2,0.9096866352231529,0.2801735563093354,1
850.61,3158,0,0.8615620652265207,0.12717330077582778,1
1403.61,3513,1,0.8898739665636619,0.08520404596587605,0
716.47,1161,1,0.6994416946101953,0.14758719081210547,0
914.18,1903,0,0.6912983639632538,0.038198302274020546,0
1331.97,1765,0,0.5053951582378776,0.3435516543176349,0
133.9,2561,2,0.9757177392389922,0.8228160087989337,0
467.95,3471,0,0.9227927939503563,0.5537785834776362,0
396.47,2002,0,0.6366467603207508,0.06496661978273588,0
329.39,2913,0,0.960187137380584,0.3749232802059558,0
491.44,2174,2,0.6263666699201371,0.42983468222601373,1
3444.16,3237,0,0.7803191029344128,0.1724114368826134,0
256.62,1477,0,0.6754338787841627,0.37301187788603096,0
1929.67,1406,0,0.2992903991611541,0.3367550321837147,0
104.46,1542,0,0.6877574628308313,0.49380835163675196,0
460.18,3637,1,0.6401234138001457,0.6972921568436483,0
795.55,2232,0,0.7959880812637138,0.47883695588556907,0
1267.55,557,1,0.8897748502600135,0.07395405114053433,0
1454.4,150,0,0.9125970334488428,0.05522870589016149,0
1591.9,1893,1,0.44062207348216903,0.8879594310665924,1
453.23,2940,1,0.6807836550537008,0.6947640634116726,1
399.98,1749,0,0.561861202959011,0.6571792571976823,0
1709.19,2045,0,0.7464303162647992,0.9132012771869404,0
538.92,2914,0,0.937212089268321,0.5415058641438435,0
163.49,1885,0,0.8908880843948415,0.07372331281340994,0
191.21,3316,1,0.2807288835228879,0.7143847214026764,1
241.92,2328,0,0.9058661526570362,0.16227227137325584,0
1149.26,2668,1,0.6250637923480641,0.6661945232517502,0
777.95,2852,0,0.8188893263634134,0.40070767785903694,0
1421.59,2288,1,0.799537751056761,0.028225809107588762,0
415.72,183,0,0.56170771229358,0.05552956186023339,1
791.87,1560,1,0.8912499828012129,0.39263389365669865,0
1323.65,517,0,0.8277148566053782,0.5945431292563073,0
473.29,1863,0,0.7360227096767413,0.17089721227634425,0
1099.33,523,1,0.7064549461005226,0.10674988213579517,0
321.14,1859,1,0.6047344065525099,0.37623042208141977,0
446.14,1255,1,0.8028842882394428,0.8041807285299888,1
437.07,75,0,0.45099779671246126,0.7840055183467136,0
178.5,456,0,0.6822936128785998,0.6841401293327246,0
1136.46,1836,1,0.7444829792561386,0.42535681200845454,0
396.89,288,0,0.7679070606937785,0.44193760041772734,0
674.35,3124,0,0.7932628618435198,0.22594386306736214,0
1128.7,2769,0,0.6037004273791214,0.13714250093915026,0
1087.01,2589,1,0.7518035453876646,0.015840790796956772,1
1382.88,629,0,0.7473619590002953,0.8601500411540478,0
596.85,2904,0,0.6010131004691673,0.4961846113114965,0
417.54,2316,0,0.3664859418070064,0.003042982624871793,0
609.3,1425,0,0.7169002979511473,0.5291734048329845,0
103.95,2,0,0.3615804648692212,0.2583239025769649,1
135.39,1931,0,0.8067267651625413,0.42736264611426356,0
155.25,2905,1,0.5273448733138977,0.6724110600527531,0
222.08,123,1,0.7856391600572852,0.8097442254422943,0
1032.51,193,0,0.7827239130673053,0.7004817974020016,0
245.67,1398,0,0.9114009259739323,0.8962986382104764,0
438.79,1867,0,0.8072088477293317,0.23474614121958715,0
2777.07,1732,2,0.65289696368313,0.6613851460624768,1
449.49,1556,1,0.5737508285099315,0.8898312706569863,0
1497.07,932,0,0.7314253681394416,0.30849991439745994,0
238.18,219,1,0.9475164442086962,0.7994516049472776,1
530.61,114,0,0.8970265177536686,0.9402155699387424,0
233.92,361,3,0.9718234040848421,0.6438768807393204,0
458.09,2520,1,0.7761450059764375,0.1642645618451548,0
1676.29,2869,0,0.5499005169417609,0.26086017109885073,0
99.48,1588,0,0.6797503681623757,0.6799802463775639,0
1072.63,283,2,0.830350352050511,0.866175415044932,1
863.95,1517,0,0.8230524514534374,0.023756688269477966,0
346.0,3597,0,0.5134665598757719,0.3263313696697814,0
135.55,913,0,0.9018485959966742,0.2335699383724712,0
720.07,1793,1,0.6178310249007016,0.422061017477132,0
371.5,1963,0,0.7310978484012376,0.7684777848676511,0
859.15,1204,1,0.8588430706795528,0.5028055030582487,0
681.32,1599,1,0.7667090775474126,0.5182907279179014,0
3873.67,1722,1,0.7246286930754947,0.6090259403981422,1
511.17,1730,0,0.507826178366244,0.5156737270849425,0
215.76,2619,0,0.8577096997288499,0.6882613401295826,0
810.14,2120,0,0.6872157599318474,0.10703735355228738,0
847.25,195,1,0.6845058933252041,0.02280115118570958,0
2966.41,24,0,0.7139805989739663,0.8267899093225144,1
1666.74,1499,1,0.5970289354828999,0.47890790391272176,1
984.92,3313,1,0.7242708311400102,0.29847379263254403,0
3326.36,135,0,0.9254894814254521,0.4543051591896341,0
179.89,260,1,0.7844022613734112,0.6500915723487172,0
329.07,2479,0,0.7416771683848835,0.12170289106024468,0
240.03,1646,0,0.8039234562671785,0.5236115011853198,0
433.2,842,1,0.7335229189151368,0.11070814707459775,1
146.3,757,0,0.9345601925509278,0.8595693603414871,0
1337.65,2427,1,0.8231229864213644,0.5623839093805848,0
520.9,1912,3,0.33983480731961246,0.8108596195352823,1
131.91,2329,1,0.9611669508086073,0.7210054221900328,0
217.64,1023,2,0.7599397825887607,0.8152556145352909,0
939.05,1921,0,0.47365585225922285,0.3418074031435775,0
1672.27,3139,1,0.2499993786214054,0.1394625825924325,1
5981.36,1156,0,0.4581284441191314,0.8916048203913849,1
16403.48,1447,0,0.7773772184025624,0.8846395661035633,1
1049.27,598,0,0.5671909478891329,0.883272851784043,0
223.97,2331,1,0.964312832403567,0.9892717516063976,1
63.74,119,2,0.86825967587037,0.5961674995318862,1
892.91,909,1,0.778790149970036,0.5124965327104765,0
271.99,2602,2,0.7138674026642047,0.7973309730994749,1
421.2,71,1,0.4094327596176118,0.11013451762064985,0
339.24,3610,0,0.761719916994487,0.783047065508204,0
569.71,1475,1,0.7850450215307354,0.8122258258554272,0
2148.61,1455,1,0.7361660037715113,0.5771920058884484,0
790.57,1958,0,0.8748078839219241,0.38791980849303986,0
558.64,2333,1,0.5642968570584828,0.6562270650485096,1
212.89,1677,1,0.48287496183601636,0.915017684597958,1
105.41,3227,1,0.31153561745215375,0.15796434861242348,0
389.58,3511,0,0.8138566223617857,0.311102791148968,0
626.93,732,0,0.7152087929887223,0.6714204510638754,0
4650.47,2580,0,0.9132356788935745,0.8332170956268292,0
767.63,1099,1,0.9020433877104028,0.6520690688190834,0
1960.61,3634,0,0.7541617088347545,0.5908425062841929,0
384.05,925,1,0.8388766470965899,0.08574119939100011,0
180.65,1077,0,0.612249340356796,0.4337165794892839,0
230.07,2607,0,0.8327695363538664,0.8901746987777253,0
299.54,2880,0,0.40828468324765044,0.3616406528918126,0
6914.09,470,3,0.9561499533515672,0.3810055955349474,1
269.47,2028,0,0.975577369204127,0.3575574850485048,0
1672.94,1262,0,0.7773915092347154,0.36274853654971084,0
246.36,2233,2,0.7764304885122288,0.4047587795152926,0
1853.31,2032,0,0.5735496411444194,0.7733642222093176,0
1015.81,3598,1,0.7915863045860965,0.45506275679589414,0
559.87,3407,2,0.8044105234495748,0.6070856396349011,0
635.98,2387,0,0.6875265932640242,0.4424203065922464,0
323.67,2480,0,0.8686745866052203,0.8738341047385708,0
1086.46,3280,0,0.9546652597997864,0.17874921782122688,0
403.23,670,1,0.6529546482896155,0.12290236657318077,0
172.75,2649,0,0.7316249775801228,0.4077260720888526,0
163.08,2818,0,0.9388439801349467,0.9742876780708516,0
804.2,465,1,0.3897705444861454,0.69979636877378,0
3778.19,3216,0,0.8531677522165407,0.6162698538161636,0
793.13,2553,1,0.855040261417348,0.39033456539778466,0
583.76,1267,0,0.8227535804409993,0.29515196851931025,0
910.88,1768,0,0.7681564807209251,0.9565780624348765,0
2797.84,1787,1,0.7966729211117223,0.42691958941682584,0
846.68,3353,1,0.5841765620060637,0.7110849421065708,0
423.26,3537,2,0.7761203530147462,0.8104381441712937,0
2246.03,2945,0,0.8337490509816462,0.6575229214809554,0
1065.96,2380,0,0.7108639724902879,0.23260579173497997,0
3602.31,380,1,0.7273170176890417,0.2879836964942507,1
813.67,3339,0,0.8344356363982497,0.02298288879287802,0
172.96,489,2,0.9710124403325544,0.969378560536396,1
147.68,609,1,0.9404345518755377,0.8346529998741743,0
4088.86,255,1,0.960917252585689,0.40401153925894173,1
4429.46,3459,0,0.6620376940286417,0.8924208185930598,1
545.95,1800,1,0.754847815281837,0.1536803719984453,0
436.37,862,0,0.48003888376216347,0.042037750126365236,0
3319.56,295,1,0.6496440868968286,0.13529328949922115,0
196.81,1504,0,0.7933028552536424,0.8834193453075743,0
248.59,2641,1,0.8360269436160616,0.16049076033531307,0
1349.73,3630,1,0.616699015755875,0.0681262752424211,0
430.93,2016,1,0.62984231327358,0.1855468782182117,0
661.4,2216,0,0.7852973678058446,0.4150625242364254,0
555.69,3051,0,0.6768757784472546,0.4964311878082268,0
964.23,3291,0,0.6047290687577226,0.2359171321962057,0
3128.25,1021,0,0.8356963646609614,0.8057167407562625,0
734.83,3620,0,0.7615940192764202,0.9598444283748925,0
1350.64,1895,2,0.7440286234333118,0.29083615830398435,0
69.74,3395,1,0.8603597662515349,0.931087605525937,0
630.43,429,0,0.5928622975947586,0.8179194784744426,0
263.08,356,1,0.688393536093572,0.8860202755826484,0
174.04,3228,1,0.6943968601044529,0.05969876765882198,0
253.16,2455,0,0.9154100179211586,0.8340419296703991,1
460.57,639,0,0.5882678620313414,0.5859250902506716,0
1821.64,3266,0,0.8558806517598513,0.03825858244083491,0
154.62,374,2,0.6768324720067215,0.7536503951729974,1
687.94,2490,0,0.9413607861282952,0.24171508854991286,0
390.49,749,1,0.5588193908202279,0.797075713639639,1
463.85,258,0,0.7525753649399064,0.625989139333093,0
2004.27,2942,0,0.5760179204742165,0.4923317709115681,0
1202.22,3093,0,0.9207503669807516,0.023383495410180477,0
2896.15,387,0,0.4112599580222522,0.8896747318008217,0
561.18,340,0,0.9347097783012907,0.14756437704384295,0
309.35,2243,0,0.7242986036262554,0.8296948496496513,0
519.96,105,0,0.7871050056213778,0.6881625191650717,0
868.48,2723,0,0.6817951744942216,0.06957272820423421,0
807.73,3342,0,0.36700928506821534,0.5422150995726704,0
201.78,2741,2,0.6977384920832446,0.9617537660159873,0
734.76,842,0,0.77413102169232,0.9228088438290665,0
854.96,694,0,0.39509117459550236,0.14629836874914637,0
10606.49,2484,1,0.8420913418450711,0.1731834248897195,1
5242.37,225,0,0.9329925548170248,0.1536341087785169,0
260.2,1963,3,0.9084658548603828,0.7561744738911372,1
484.87,1638,0,0.4477953820041741,0.16075393928376014,0
132.98,2718,1,0.6401289315589987,0.06458147177160745,0
347.31,739,1,0.7834238755413433,0.39033212468778067,0
941.21,2782,0,0.7832392857430261,0.9668894231586056,0
2505.99,2552,0,0.7562951794680732,0.3082598723574368,0
298.27,872,0,0.41906950850920865,0.7242360428136924,0
323.9,1302,0,0.639895222145794,0.143961078333109,0
62.68,241,1,0.5561547267110868,0.621145871333021,1
556.17,1640,0,0.24062925243675054,0.5811659424370939,1
206.72,951,1,0.886430153248097,0.9041731726202222,0
371.53,415,1,0.6358767885570812,0.716557196780965,0
253.52,2044,1,0.9477286275440326,0.12078478812183269,0
599.63,2071,0,0.9066390411046397,0.4047999288079339,0
96.21,314,1,0.6603135329986347,0.0005563657678340217,0
132.46,677,0,0.8272383151993691,0.24099687002314096,0
6920.01,302,3,0.706371746806409,0.9713260954146153,1
161.39,2478,2,0.5255265072950218,0.45574145668564947,0
199.05,1234,0,0.8077204676761489,0.8675776382445213,0
5017.09,260,0,0.702396284063514,0.023729029710513494,0
16245.54,699,1,0.78203327239217,0.8800578400597763,1
183.33,3562,0,0.5711439669148315,0.8893960609265731,0
443.6,934,0,0.35850798541129475,0.6534326088092274,0
968.46,2498,1,0.791380010375725,0.1162509051180467,0
4454.04,1710,4,0.7771912506909376,0.8760160788968959,1
224.63,664,1,0.7198395667598548,0.8998638977792531,1
507.85,1122,1,0.8868654970194274,0.20104669597234037,0
1564.11,52,2,0.8343717683969314,0.9401636679792469,1
1073.03,2726,1,0.42896633049138927,0.8810415122486017,1
439.76,1221,0,0.6281964740602152,0.20487644376282144,0
574.09,1822,0,0.5326169503871495,0.3938207220068948,0
146.59,558,0,0.417323376577189,0.33667879523476063,1
511.84,3008,1,0.5933376012905186,0.498226392123734,0
496.2,797,0,0.8264881389212428,0.8890002820395546,0
858.67,2067,1,0.42757528795657973,0.8743473563827973,0
361.09,3185,1,0.9709892921850629,0.1756727262891815,0
1117.32,2603,1,0.5534920146001872,0.5511328322855326,1
2026.34,2202,1,0.7311362637481349,0.5340341813698626,0
789.16,3241,1,0.5364989725101142,0.45039828520859637,0
979.39,644,0,0.8163063031222145,0.7147097973899385,0
705.19,3517,1,0.6464536955078772,0.6459697189782173,0
665.2,2032,0,0.5829090724108785,0.2751075238300684,0
300.75,1496,1,0.6070178267200702,0.34817141981981603,0
942.13,934,0,0.6194666755873814,0.8883682797153057,0
597.64,2719,0,0.7130070205649777,0.32577189717454436,0
6650.75,3563,1,0.9065756026158921,0.4440853167561548,1
3754.42,2519,0,0.7224356560518193,0.9728966619921255,0
1016.82,120,0,0.7898000335581844,0.8572808524537089,0
287.33,1712,0,0.8770573950792163,0.6989629389688471,0
195.65,2673,1,0.8745116309006181,0.30402272121450435,0
2465.76,1451,0,0.6249549553380253,0.6287499910022867,1
888.05,2821,0,0.6891066416322735,0.6420202279583219,0
1127.95,2581,0,0.5394731931375858,0.41156214166453386,0
97.61,246,0,0.9096647815795093,0.0361184936115827,0
1844.9,2037,2,0.4261474013552345,0.3665284759653953,1
1096.48,628,0,0.9426326808793959,0.5081334726024617,0
196.08,1776,0,0.6855493488249839,0.950142175409224,0
395.96,1403,0,0.91514928291204,0.7274959949912837,0
888.99,2945,1,0.7274510000491338,0.10792665235842791,0
704.66,3168,2,0.6483394130734339,0.3014223036568373,1
482.32,1684,1,0.7725029200359329,0.5216838821607692,0
593.57,1960,0,0.8316909033199368,0.45111527553190733,0
504.13,2285,1,0.6024707144641152,0.005122693814753498,0
786.68,2392,1,0.9450096306893453,0.9351000021083623,1
3356.46,2319,0,0.847331510156534,0.9040397882686667,0
39.51,2858,1,0.9153652298148491,0.9237445704391959,0
512.58,3584,1,0.9024519718818007,0.4285548497218471,0
807.68,3022,0,0.9238004226484462,0.8333755069284413,0
921.12,492,0,0.6147377466932109,0.7085372708675332,0
441.82,1738,1,0.438822532201588,0.5117449426979662,0
96.31,1684,1,0.8840705864839664,0.07713217875947476,0
954.13,1857,0,0.6104958885466203,0.16785199531466244,0
4447.45,1929,0,0.4943962952593109,0.23823310705928458,0
123.07,2621,0,0.7294255326128193,0.8959106844563033,0
1720.23,1537,1,0.6363844907156722,0.6653682391243735,0
463.41,961,1,0.6016099767475167,0.9830309923541928,1
621.75,1670,0,0.5219081996953391,0.5664319810610908,0
208.89,3119,2,0.7781156353422773,0.08470470896089244,1
460.4,1137,0,0.9740213865875063,0.4777631716562736,0
2779.56,76,1,0.8537305633005022,0.11178445308400498,0
1262.59,3563,0,0.8065752586019056,0.9013632747600613,0
4471.78,715,1,0.6792128101290412,0.27843432503141863,0
2428.8,2200,4,0.8209385157104896,0.197269889617396,1
1078.14,2920,1,0.27600767275033367,0.5116316049980242,0
4529.32,1002,0,0.5481135461159834,0.8070868250080442,0
1078.03,1242,0,0.849657738496177,0.5103480311335377,0
1653.73,1024,0,0.9020598544051333,0.03821659467974137,0
479.99,547,2,0.7333208168656501,0.7429555255751137,0
715.66,559,0,0.5531731081232423,0.034071335956449955,0
308.84,682,1,0.707770623570604,0.6043783881926241,0
1975.43,1672,2,0.4535452099323658,0.6169334709274117,1
181.97,1937,0,0.9510411010467912,0.2085193936039691,0
1572.76,59,0,0.6671432657264127,0.44657533595549115,0
539.31,3088,0,0.6487496378233003,0.006191888566888237,0
2412.39,2467,0,0.8171903294189669,0.2836793541084326,0
1519.23,258,0,0.7005748781110993,0.6193512317113384,0
4928.11,3076,0,0.5157154637651042,0.2841693733870023,0
1486.01,112,0,0.8310897424327198,0.04763097771927571,0
118.01,2046,0,0.6679200408320409,0.6742641001630488,0
617.92,1698,1,0.9145414486182867,0.7423951886134058,0
183.24,1833,1,0.713405978356378,0.8629862761990557,0
376.11,3490,0,0.8242415479020817,0.8755459620675097,0
3506.42,3383,0,0.6715299427142911,0.49631682021913104,0
1341.16,1019,1,0.6703102281586953,0.40735908317313885,1
308.33,2116,0,0.8285838463612524,0.5858651855186972,0
218.09,3501,0,0.7073773791239699,0.7926690899941252,0
689.56,2660,1,0.8754736546885543,0.47533217686191176,0
174.48,3240,0,0.6539559929728015,0.9951667853874367,0
317.9,1587,1,0.7254117678891417,0.6375156130061245,0
937.49,1034,0,0.7054062757586008,0.3081065634085898,1
2370.47,1864,1,0.7355655509612571,0.7937091133990731,1
1299.37,2982,0,0.8053285484109958,0.15076629703282596,0
53.49,3390,0,0.847005836181921,0.9357871534686057,0
929.65,2503,0,0.5779334345572789,0.340351927461247,0
719.99,2579,2,0.4855401341972966,0.6850476621647513,1
1048.67,1868,0,0.8441913791804766,0.6253081889647982,0
3935.65,1167,1,0.5429835155977087,0.09587308781114423,1
68.75,1544,0,0.8613550822970968,0.7216197081560837,0
347.16,1817,1,0.604232774269136,0.31181867520255413,1
1274.1,2976,1,0.7847467934338421,0.38118088934384786,0
116.77,2027,0,0.7414701536389147,0.09652446208773513,0
3372.95,2894,2,0.9587371880391535,0.8100843395034236,1
997.44,100,0,0.7807100007333696,0.8602720975598854,0
1687.9,2763,1,0.5777700598930173,0.13426731946501613,0
354.94,1851,0,0.9240470268510421,0.81261229022332,0
1628.05,3643,1,0.8049149270898358,0.8979996048905454,0
2154.51,1722,0,0.8488906404543797,0.09729426895047466,0
859.34,1747,0,0.7743021892551037,0.9974279106353232,0
860.78,466,1,0.901179632043046,0.00455034186988168,0
895.5,2945,2,0.7934555919664222,0.8424056860952467,1
257.32,2560,0,0.6024470462539273,0.5582907053461259,0
565.5,3148,0,0.9304362260741399,0.9572835950518193,0
562.41,339,0,0.8467826621848674,0.33809991823675256,0
1014.08,773,2,0.7892260640123334,0.360847958575493,1
1997.81,3201,0,0.6279633658998534,0.8403778552620922,0
207.6,154,0,0.5336299892772941,0.7106859987905235,1
579.69,1855,1,0.6585020664983984,0.6005184179734752,0
3393.45,1477,1,0.5828945454768364,0.6443846056750427,1
293.55,3428,2,0.7473503408486875,0.6826381183697534,0
269.22,3127,0,0.7762815453067312,0.04784164602902141,0
830.92,3273,1,0.9191966655083216,0.11778336215644891,0
1683.83,1055,0,0.8858737163517603,0.18125681945372885,0
673.55,2144,0,0.6582619703223564,0.17678693414188718,0
2869.4,2555,0,0.4627160571691182,0.8429066820353853,1
1706.97,3531,1,0.8557325153587186,0.3945098139815122,0
1679.08,27,0,0.6868620413623283,0.48942406823442774,1
1223.57,3566,1,0.3151368943969481,0.08939670232222341,0
8607.75,1297,0,0.6694571451400988,0.8705930729464572,1
530.77,469,2,0.9631104743915815,0.01026353500661803,0
73.41,2247,1,0.6810633484962515,0.08329610310830193,0
3884.23,2852,0,0.81711752062344,0.8121093724157546,0
402.03,474,2,0.26107812084932885,0.13059705423466594,0
748.95,149,0,0.6907166826321209,0.7933577388750694,0
2808.78,3272,0,0.35399210432409406,0.3504175642485158,0
114.15,3408,0,0.8052742259853316,0.7760979003606407,0
167.87,571,2,0.9398858964722874,0.05035534245901152,1
114.27,3299,0,0.8609504478967107,0.34126201856570537,0
277.67,3320,0,0.6753264691602443,0.48127388681238525,0
1078.8,3640,0,0.48158158586081407,0.6257045109059722,0
1183.94,790,1,0.4603228267754546,0.8362200640425329,1
901.36,2112,0,0.8062461311094314,0.2444686699448334,0
140.61,3629,2,0.9032259317285466,0.6588884410122999,1
52.4,3294,0,0.8817934989841197,0.1517704364489717,0
706.12,2207,0,0.4859778693028304,0.7951679709480691,0
395.85,720,0,0.9144563751158762,0.9332212052837942,0
1102.49,308,0,0.6910586940163378,0.04727946415734263,0
1439.64,946,1,0.6894762493186862,0.07985807639986531,0
774.38,239,0,0.7204858590795173,0.7875408190639126,0
1534.79,713,1,0.6938349763050617,0.8802300326942568,1
855.88,274,1,0.5873861237996069,0.6482177596804094,0
1191.62,2782,2,0.6335571624673471,0.4611871460997784,1
306.39,2153,1,0.8791873848642686,0.76906695946116,0
545.9,1890,0,0.610135954803795,0.29970931257835143,0
825.88,2955,0,0.7954820384796096,0.9917542296049737,0
1640.21,1500,0,0.8222174366176882,0.8479933571521636,0
431.33,1471,0,0.9469579598235405,0.887133015339939,1
1180.02,756,0,0.7041423972804345,0.8548827185041726,0
496.5,1624,0,0.42423836145256955,0.9328860499311209,0
584.47,637,0,0.35900956750462865,0.06449469075396752,0
1656.51,2151,0,0.8733780458179533,0.9086277635883058,0
74.26,3640,1,0.7922284757650592,0.24860276475156673,0
159.79,1946,1,0.6277454569973201,0.3591729503984412,0
130.27,1092,2,0.5382697702690348,0.370570310307455,1
51.06,2511,1,0.8933514797366151,0.23243385954240103,0
315.42,2993,1,0.6001557066947375,0.4384258477151618,0
1516.83,1722,0,0.7776420729799027,0.5055199663656041,0
486.2,914,1,0.6155967172698861,0.14866414544821394,0
826.81,2605,0,0.8678037230964636,0.35951883514508365,0
2204.24,684,0,0.9294074518219911,0.34814645953642276,0
2865.38,3640,0,0.8628323733666916,0.6746703884186606,0
616.43,1160,0,0.5447754609136343,0.5807838148884541,0
2948.18,1279,1,0.6996834781181274,0.7161091867175343,0
736.08,2653,0,0.743176731032577,0.7839435227425647,0
264.77,45,1,0.7167061038016954,0.6670061017465834,0
345.9,741,0,0.7641770759029428,0.2412443267134995,0
130.5,459,2,0.8055750149302777,0.5021195771361919,0
250.4,1427,0,0.5412715801367172,0.4665748893206568,0
448.62,2020,2,0.5944655522566484,0.07405019413171587,1
1609.93,656,0,0.6748410080423556,0.8944816048407382,0
4415.37,1257,0,0.6413770043656181,0.09143535663262148,0
145.42,2818,1,0.6073166436418815,0.9764425887658721,1
1024.65,3430,1,0.8336412132030516,0.0317458565587424,0
211.75,53,1,0.43699054133038995,0.7296788497500709,1
1121.21,2290,0,0.9319023059592995,0.287574502553695,0
575.83,94,1,0.45350298474340606,0.904716836916282,0
88.77,1899,0,0.7735525241306804,0.8240319182863795,1
1846.65,3210,1,0.8015809284076635,0.025010902982738337,0
341.89,2913,1,0.8944304723276939,0.02195067247159843,0
369.71,850,0,0.7754769980159562,0.6031910324399721,1
205.05,944,0,0.7823236351019501,0.1495915861664785,0
323.85,2860,0,0.6380858780596371,0.01415863482391333,0
1064.95,2992,0,0.5860533416980589,0.9677620586651221,0
540.14,1026,1,0.7980180232745568,0.6328625278347594,0
954.83,12,0,0.9168229107647616,0.01083267302578561,0
990.41,1622,1,0.9143969447100263,0.490519778721512,0
2843.32,2262,1,0.7066833530569908,0.15753682928938617,1
456.2,1620,0,0.9195294304827752,0.8051821253798714,1
131.03,3411,1,0.8567801506878402,0.02868210185044273,0
2151.55,2969,1,0.6397669343353185,0.37091601813825925,0
461.91,2875,0,0.8283090962303146,0.23802832252368356,0
2266.64,75,1,0.4291978126423202,0.9808730371338358,1
1014.06,3115,1,0.9505374786277058,0.07811161299265845,0
575.79,2756,1,0.9678362429611947,0.7198891318070316,0
976.19,1449,1,0.9497007784234429,0.47802789864799233,0
5688.0,2152,0,0.7891660686311999,0.8164898799006626,1
6533.37,3008,1,0.48747187656489144,0.21424455739857373,1
717.89,3307,0,0.5378173741626663,0.8552951179479047,0
793.31,2010,2,0.7464071898603432,0.950367248108196,1
2173.0,151,1,0.7944761937108133,0.21310752507942932,1
262.37,2258,1,0.6468067706442299,0.2427448316571036,0
959.47,2482,0,0.6928984177630794,0.9636675760751219,0
646.49,215,0,0.6279758235596508,0.4341273702892766,0
939.45,2983,0,0.7265674043471863,0.8352431090868885,0
265.95,736,0,0.7886373314283992,0.8424295257785211,0
115.75,3250,0,0.540039599600234,0.310852557890667,0
68.01,2011,1,0.8018305829130897,0.17878506778968972,0
194.59,1176,0,0.9101539136183681,0.36653026454215454,0
401.6,215,3,0.8655810875460699,0.5919028310395791,0
481.78,66,0,0.7227016783991561,0.49708574764455926,0
5602.42,2706,1,0.8567387847407835,0.7367969134783503,0
2245.3,1377,0,0.8355172190224853,0.5488089993025741,0
230.83,3066,1,0.7232694766410045,0.8055148031130226,0
975.04,842,1,0.6933626045864949,0.10393786239539304,0
425.05,3359,1,0.8631715302835151,0.43909447292939285,0
486.48,3436,1,0.8624346760955726,0.016062756315096016,0
815.55,372,0,0.3789169336292169,0.12080711012958201,1
1314.34,2361,0,0.8108221369200452,0.331507286831234,0
457.98,3430,3,0.8684523601221602,0.9015130176720183,1
2143.59,1179,2,0.8567801877428972,0.38015527049317654,1
189.4,247,1,0.8433468152663977,0.2734667813657399,0
669.8,3195,0,0.41217315040136215,0.6707885892435078,0
11584.71,1730,0,0.45413622221721006,0.7034710071574506,1
